Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bhutan,BTN,Net domestic credit (current LCU),FM.AST.DOMS.CN,1431854619,5436539270,5363362091,7817705771,7864862763,9227980378,10952782565,10774239359,23499095580,33038085651,42878284696,51206963586,52425605553,56598039719,68404116184,79532865665,98102755278,1.1091E+11,1.21269E+11,1.31998E+11
Bhutan,BTN,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,,8.106786531,11.30793753,7.938948543,7.772058394,11.70198912,12.21400417,16.76547378,6.323737424,23.95373943,19.80543722,9.872304084,6.340490315,10.00384163,11.87737389,12.10131483,13.57970795,13.26032548,13.99840967,6.808947576
Bhutan,BTN,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,1.370263606,29.26581433,-11.78510578,7.291304427,-7.520167476,-5.257880803,-5.34247963,-17.40184362,29.6230366,-2.540869383,-0.868281652,5.482117136,-4.216814994,-2.995296642,3.872119,2.18910461,5.723074345,-1.913644132,-5.38519998,1.126154636
Bhutan,BTN,Total reserves minus gold (current US$),FI.RES.XGLD.CD,323362186.7,354949465.1,366596385.8,398620011.7,467426180.8,545324764.6,699049465.4,764803120.5,890893416.6,1002139102,789643751.6,954678385.1,991306676.5,1245086667,1103179129,1127277332,1206238191,987247035.6,1228298799,1506531410
Bhutan,BTN,Total reserves in months of imports,FI.RES.TOTL.MO,,,,,,12.47484816,13.68434636,10.98729574,14.54702653,11.74697245,6.647795323,8.557451542,9.263539163,11.8031416,9.606117244,9.437032321,9.885724663,7.89747827,9.985645573,13.26275822
Bhutan,BTN,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,118.5725534,91.94392655,74.26599493,66.29117938,71.18864347,75.62269114,87.24613998,110.34913,113.2661223,107.2231666,73.76454635,65.85582801,64.86969772,67.62528049,54.85440415,49.23317151,46.2523533,38.68557603,45.80107446,52.64287983
Bhutan,BTN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,323362186.7,354949465.1,366596385.8,398620011.7,467426180.8,545324764.6,699049465.4,764803120.5,890893416.6,1002139102,789643751.6,954678385.1,991306676.5,1245086667,1103179129,1127277332,1206238191,987247035.6,1238371618,1510313610
Bhutan,BTN,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,61.98650826,60.04721545,61.57685222,58.25374246,76.75128868,58.89994839,68.0861334,70.35018372,81.87551002,68.68225899,33.08684419,24.22924481,29.14869288,46.50080158,26.18424979,32.07429132,26.23857442,18.8191265,19.87788871,38.03615182
Bhutan,BTN,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,10.08914833,11.44995475,13.36426325,16.27993241,18.56584619,21.94118072,23.95407011,30.67477484,33.20181683,42.42454635,47.92155397,46.78735664,46.71875754,44.99073042,46.40741141,48.15124398,51.26391953,58.07314018,64.24509141,71.68734727
Bhutan,BTN,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,,,,14.45,14.01,13.66,13.35,13.5,13.65,15.26,17.4,13.35,17.19,16.62,16.46,16.49,18.36,18.39,19.31,
Bhutan,BTN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,,,,,,,,,9.353910311,9.255422423,14.61645903,16.96436397,17.4978622,16.61127649,17.6113939,15.44890886,12.97109772,13.73652938,12.17622989,
Bhutan,BTN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,0.489838304,0.474880033,0.463025128,2.262090307,3.319972289,4.332520986,8.90183187,14.91133966,8.294004244,21.14591074,23.76742703,28.75525682,34.83468349,39.44873573,43.93029726,48.0934628,
Bhutan,BTN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,6.830490276,5.20416391,3.918596732,5.436822667,6.952498279,6.75215843,6.594168414,7.186745768,8.417308419,7.02804491,8.446604027,
Bhutan,BTN,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Listed domestic companies, total",CM.MKT.LDOM.NO,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,0,0.255881078,0.251050072,0.289045887,0.394379644,0.534465586,0.588629017,1.018633644,0.672143174,0.749431689,0.981060364,1.590731821,1.761118433,2.376448329,2.234480507,3.603430817
Bhutan,BTN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,,,,,0,2238933.573,2933039.377,3548930.805,4866701.168,8273480.865,10460534,18144730.43,11804283.71,14292342.89,19656507.92,34343456.66,43153828.43,58148515.8,56658762.94,83435182.59
Bhutan,BTN,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,,,,,,1231782.262,1585883.389,1922044.062,3110790.647,6722784.652,9234992.778,16907238.96,9801264.251,12482443.98,17947299.72,32305055.94,41053421.4,56081777.35,52621235.49,81925326.88
Bhutan,BTN,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,,,,,,0,,,,,,,,0,0,0,0,0,0,0
Bhutan,BTN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,0.465664584,0.55795901,1.298109575,0.779343364,0.699745468,6.321598166,0.256066013,1.482941272,4.862689355,1.752382634,1.368715532,1.163503519,1.234075042,0.321968437,0.550454644,-0.675563046,0.108279484,0.513136317,
Bhutan,BTN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,2425411.898,3370306.526,8859907.539,6210884.354,6122702.143,73855769.76,3144001.019,18299707.23,75274009.03,31141614.86,24380673.57,20433631.07,23534931.75,6450953.85,11884162.35,-16553759.95,2649454.311,13011377.29,
Bhutan,BTN,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,,,,,,0,,,,,,,,0,0,0,0,83291912.13,0,0
Bhutan,BTN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,,,,,,-6122702.143,-73855769.76,-3144001.019,-18299707.23,-75274009.03,-31141614.86,-24380673.57,-20433631.07,-23534931.75,-6450953.85,-11884162.35,16553759.95,-2649454.311,-13011377.29,2786960.89
Bhutan,BTN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,75022491.03,60503403.68,61007916.24,47650215.21,70779765.67,92283274.05,73765182.33,57949829.29,52119521.97,54958721.17,52526250.44,52589438.24,57524189.42,64990915.75,47980514.8
Bhutan,BTN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,,,,,,0,,,,,,,,0,0,0,0,0,0,
Bhutan,BTN,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,,,,,,0,,,,,,,,0,0,0,0,0,0,
Botswana,BWA,International migrant stock (% of population),SM.POP.TOTL.ZS,,,,,4.765496622,,,,,5.904393478,,,,,7.100334367,,,,,
Botswana,BWA,"International migrant stock, total",SM.POP.TOTL,,,,,88829,,,,,120912,,,,,160644,,,,,
Botswana,BWA,Net migration,SM.POP.NETM,,26928,,,,,26928,,,,,-73138,,,,,14999,,,
Botswana,BWA,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,,,,,,,,,,,19.57251264,22.69164048,18.31,22.1434923,19.71306537,19.23098308,19.14606839,18.16619635,18.431459,20.727664
Botswana,BWA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,5.841158925,6.327800688,4.949928608,4.69288739,5.110354435,5.836571193,6.138819205,6.826856667,7.155137696,6.793621156,6.838235833,7.619141667,8.398908333,,,,,,,
Botswana,BWA,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,5.8412,6.3278,4.9499,4.6929,5.1167,5.8303,6.1388,6.8269,7.1551,6.7936,6.8382,7.6405,8.3989,8.9761,10.129,10.9012,10.3474,10.2,10.7559,11.4562
Botswana,BWA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,36.27457453,36.7052882,37.9015445,41.72156105,48.17659855,51.77689889,54.32826103,56.89765825,60.57468409,65.97794707,75.18719986,75.3329081,77.07245382,86.24724105,89.53856189,100,97.35258239,97.02947745,97.46189013,102.9699449
Botswana,BWA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.312825089,1.187370705,3.25908433,10.07878862,15.47170656,7.473131023,4.9276071,4.72939345,6.462525782,8.920001916,13.95807721,0.193793942,2.309144521,11.90410682,3.816146234,11.68372362,-2.647417611,-0.331891492,0.445650835,5.65149594
Botswana,BWA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,5,5,5,5,5,5,5,
Botswana,BWA,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Botswana,BWA,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,30.9,30.8,43.2,58.3,52.9,51.9,57.6,59.6,58.9,60.7,51.7,51.1,53.5,54,53.6,54.4,
Botswana,BWA,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,,,,,,,,,,,,,7,7,7,7,7,7,7,
Botswana,BWA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,,,,,,30.26001358,,,51.96456909,,,51.03245544,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,20.30474281,,,47.7309227,,,46.97021866,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,,,,,,,,,,,39.10948944,,,61.72502518,,,59.88373184,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,,,,,,18.49520874,,,31.49905586,,,38.99533081,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,,,,,,,,,,,35.20549774,,,53.94365692,,,52.70807648,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,32.15952682,,,55.23449707,,,56.21025085,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,,,,,,28.3603344,,,48.73712158,,,46.788517,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,,,,,,,,,,,40.9162178,,,65.16646576,,,61.88977432,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,,,,,,14.21893692,,,31.96887398,,,34.66673279,,,
Botswana,BWA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,16.58616021,19.28015902,19.97736212,21.9357047,19.76342956,20.48452853,22.66437371,25.78725583,28.93150815,27.1935797,27.41581167,31.82909412,31.79110358,32.19946014,35.86708807,32.69064697,33.98755835,34.98131417,36.22332329,39.46050055
Botswana,BWA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,-88.53117956,-49.44214187,-27.80423167,-22.62245198,-25.93137478,-35.90776989,-41.44666744,-39.7874349,-30.49660887,-16.78449834,-21.64802902,-19.1777729,-21.48246379,-26.44648818,-25.84862934,-17.91590186,-17.37962059,-15.38439639,-10.49164341,-0.398566258
Botswana,BWA,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Real interest rate (%),FR.INR.RINR,6.866384387,14.844701,12.7261594,5.151956567,0.230180572,8.360417366,10.7573147,11.27885193,6.850390937,2.330454804,-2.595759146,10.78530479,7.702233118,1.113947748,3.981898689,-3.925123089,9.781371359,6.854641464,5.923783109,0.093234894
Botswana,BWA,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,5.664166667,5.754583333,6.454895833,5.898958333,6.483675,7.587065476,7.596360833,7.868441667,6.286104167,5.86045,5.8522625,7.3924125,7.079580833,6.465625,5.447708333,5.176991667,5.430816667,4.979891667,4.803472222,4.193233333
Botswana,BWA,Lending interest rate (%),FR.INR.LEND,15.75,16.20833333,16.4,15.75,15.7375,16.45833333,16.215,16.54166667,13.755625,11.45833333,11,11,10.18923333,9,7.95,7.3,6.875,6.5,6.395833333,5.75
Botswana,BWA,Deposit interest rate (%),FR.INR.DPST,10.08583333,10.45375,9.945104167,9.851041667,9.253825,8.871267857,8.618639167,8.673225,7.469520833,5.597883333,5.1477375,3.6075875,3.1096525,2.534375,2.502291667,2.123008333,1.444183333,1.520108333,1.592361111,1.556766667
Botswana,BWA,Wholesale price index (2010 = 100),FP.WPI.TOTL,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.55903767,8.032796625,9.189902656,6.945703637,8.610225285,11.55521879,7.080998472,12.70218839,8.027297031,6.948876587,8.459872334,7.536902611,5.884607071,4.402253092,3.062031696,2.814957914,3.308280768,3.238015589,2.772864429,1.890359168
Botswana,BWA,Consumer price index (2010 = 100),FP.CPI.TOTL,46.92274986,50.69195893,55.35050061,59.19498234,64.29180368,71.72086226,76.79941542,86.55462185,93.50261844,100,108.4598723,116.6343873,123.4978627,128.9345512,132.882568,136.6231564,141.143034,145.7132674,149.7536988,152.5845815
Botswana,BWA,Broad money growth (annual %),FM.LBL.BMNY.ZG,72.39275671,23.26331453,14.31460376,10.7097382,14.40286141,8.96190999,31.45976407,21.46093672,-1.302632396,10.70163227,4.440318983,9.994029659,8.434674305,4.593309029,19.87549824,5.391076852,2.71694718,8.318946648,7.990081267,5.892459913
Botswana,BWA,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0.366757933,0.449587149,0.67351496,0.741796884,0.698449557,0.527225546,0.53740571,0.63014415,0.621679508,0.800091499,0.809966139,0.844811051,0.8227703,0.747492214,0.875792623,0.900253493,0.934966777,1.156033119,1.277261315,1.585791807
Botswana,BWA,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,39.39922778,45.24854224,47.87831445,46.88414206,44.42583855,41.56482239,48.09431481,52.4990556,52.70286925,49.339675,42.63982352,44.813586,42.65784941,39.74030817,48.67057797,42.90885741,43.53051773,45.49781911,47.49377696,52.02011069
Botswana,BWA,Broad money (current LCU),FM.LBL.BMNY.CN,12633716979,15572738297,17801914079,19708452472,22547033567,24567678421,32296612089,39227767571,38716773963,42860100737,44763225926,49236876002,53389846131,55842206753,66941123575,70549970993,72466776441,78495248910,84767083089,89761949480
Botswana,BWA,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,13.29300939,10.42415296,5.088632808,10.07253234,4.106600704,9.2137176,12.66688674,12.53611366,5.060955856,6.117735952,12.03618263,13.82760038,9.786262637,10.22060072,7.315851643,6.599930021,4.012623381,5.204232143,5.47793037,4.05641947
Botswana,BWA,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,16.58616021,19.28015902,19.97736212,21.9357047,19.76342956,20.48452853,22.66437371,25.78725583,28.93150815,27.1935797,27.41581167,31.82909412,31.79110358,32.19946014,35.86708807,32.69064697,33.98755835,34.98131417,36.22332329,39.46050055
Botswana,BWA,Net foreign assets (current LCU),FM.AST.NFRG.CN,42998797350,31024764552,24925324281,25239723549,35868772364,48772742103,60544629603,72780064276,59270634845,52550355790,63609741833,63682285604,71941166937,83252584038,91045485611,82237607399,80945520645,80128056473,73712547296,62950792526
Botswana,BWA,Net domestic credit (current LCU),FM.AST.DOMS.CN,-22567322958,-9889096015,-2515605809,152476479,-2776960000,-8816800000,-12383310000,-10233060000,-818060000,9439700000,8381510000,16487860000,16192320000,12101247028,18133139366,27394623933,30712509950,37535924637,50218449851,72260476263
Botswana,BWA,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,,10.33674401,4.466365881,10.33437497,3.661304453,8.974218245,12.38236657,12.53146921,5.325309416,6.287946414,16.53663869,14.41133847,11.21283568,11.58246528,7.918503286,4.730261091,3.959385528,6.117186734,6.199198531,4.723808794
Botswana,BWA,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,-55.44541486,90.0155669,42.88234098,4.653239715,-18.52516291,-35.76195501,-26.89944848,-5.873650136,18.67554657,20.20640978,-19.00557829,3.698057872,-11.81307685,-19.24510765,2.883169299,9.105007983,0.743502326,3.298734633,9.957862426,21.27924051
Botswana,BWA,Total reserves minus gold (current US$),FI.RES.XGLD.CD,5897250157,5473918814,5339775870,5661431015,6309056418,7992391905,9789741088,9118641528,8703960321,7885215352,8081885901,7627972585,7726052460,8322776203,7546144960,7188821775,7490512373,6656913638,6170221067,4940893803
Botswana,BWA,Total reserves in months of imports,FI.RES.TOTL.MO,26.72904167,21.46090854,16.81656965,13.99411144,15.89048698,20.54935368,19.60109263,15.72521458,17.47913134,12.39748613,10.94620162,9.845243745,9.187305521,10.26691677,10.297415,10.23451396,11.36088106,8.693684161,8.353386263,7.655635341
Botswana,BWA,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,1473.013046,1114.056787,1038.611392,1097.609869,1369.928922,2191.308452,2302.44162,2033.102123,529.6632169,436.3853929,337.4216401,301.9335054,323.4985525,332.9733072,337.3874601,338.0669779,430.1463886,373.5563937,394.2390445,309.30308
Botswana,BWA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5897250157,5473918814,5339775870,5661431015,6309056418,7992391905,9789741088,9118641528,8703960321,7885215352,8081885901,7627972585,7726052460,8322776203,7546144960,7188821775,7490512373,6656913638,6170221067,4940893803
Botswana,BWA,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,30.41060538,28.39482871,32.47558073,34.76696766,42.92368622,102.2782697,96.71749104,70.28596769,73.92775322,68.01415772,40.17308629,30.26852302,21.82264112,17.06636643,21.97363197,20.98257083,14.88624303,17.79224255,18.82349279,16.55037255
Botswana,BWA,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,16.51222327,19.19782078,19.97736212,21.84398786,19.67505878,20.38814385,22.5711086,25.68906376,28.82278581,27.10222208,27.34772242,31.77160822,31.74906881,32.16411942,35.82885897,32.65456215,33.94783431,34.91907402,36.14505699,39.36674353
Botswana,BWA,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,,,,361.71,360.27,353.65,395.4,442.09,509.52,510.3,478.81,591.97,645.92,671.53,664.68,636.29,696.34,750.35,777.72,815.31
Botswana,BWA,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,,,,150.14,154.4,163.3,187.61,226.29,244.91,187.9,164.34,219.33,202,191.58,264.95,184.23,174.46,193.62,232.83,184.59
Botswana,BWA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,,,,7,6.65,7,7.98,8.9,8.85,9.21,8.84,8.96,9.24,9.49,8.84,9.08,8.37,9.29,9.37,9
Botswana,BWA,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,,,,,,,,,,,,7.060784106,8.38265228,9.111412699,8.524321018,8.440349226,8.766129725,9.445044144,11.93477228,11.80861392
Botswana,BWA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,15.62100217,16.72479481,19.80955504,33.16934321,29.95015323,28.60066129,30.2573734,27.96499423,27.55509513,29.04917579,30.31515993,33.97974546,33.7559924,35.41603115,44.50764845,45.02384888,46.9958719
Botswana,BWA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,2.620608093,3.613430059,3.549454903,3.734355242,4.852641333,5.276903014,5.426319239,4.787974207,4.323439372
Botswana,BWA,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,4.4813,
Botswana,BWA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Listed domestic companies, total",CM.MKT.LDOM.NO,,,,,,,,,,,,,,,,,24,26,,
Botswana,BWA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,43.9385376,31.14999962,25.56999969,21.10000038,-3.241895262,53.01780694,37.21443009,-38.40631463,24.33381437,-6.768038558,-7.483144277,8.098225464,8.172365811,-0.754624585,-2.748505845,-11.3185178,-0.75381758,-21.94939154,-7.283744652,-8.186773711
Botswana,BWA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.326209844,0.350687968,0.363562942,0.878109958,1.187071363,1.024464413,0.842774188,0.42780169,0.148133164,0.174566998,0.132946294,0.125891089,0.241611445,0.294628673,0.22126934,0.16325128,0.242140115,0.261967928,0.357726307,0.236463225
Botswana,BWA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,17907642.66,19073417.49,27309329.16,78656415.96,117744505.8,103859006.6,92191518.15,46823196.34,15209029.19,22321278.92,20409878.29,18103143.92,36004335.94,46123119.08,30045619.57,24622501.68,38956561.47,44309897.4,59360104.14,35615908.37
Botswana,BWA,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,362298.2894,15803.30157,22627.78638,50811348.22,82253227.15,78827704.65,80031617.24,26505908.91,3005444.343,2902299.489,3411255.719,2259997.775,4903126.171,4073066.445,2988525.749,4273513.205,5727054.476,6359930.721,8712036.088,16022146.53
Botswana,BWA,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,6043054.624,7127289.009,10205131.66,637858.1827,27165681.34,36087336.84,9414587.996,-36722601.78,17679594.04,-64470031.42,-57201996.19,-4533951.948,-62709619.41,-66370107.89,-103619587.5,-122782966.6,-46596416.55,-47026494.65,35257735.74,-19172637.38
Botswana,BWA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.558884524,7.501528068,5.565281275,4.363836574,4.242949051,4.802907024,4.521727883,4.759383734,2.032693008,1.707873139,1.909904823,1.015883955,0.450529647,3.290933483,2.787841797,0.944948521,1.619642221,1.690616757,0.564111762,
Botswana,BWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,30680571.21,407997392.5,418040676.1,390889251.9,420854175,486913109.1,494634226.2,520917902.3,208699298.2,218379837.6,293208060.5,146084155.2,67136806.16,515184471,378554181.5,142522598.3,260575129.4,285955061.9,93607130.03,
Botswana,BWA,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,62330770.22,413114106.4,502760658.6,440925450.3,1068064915,725186266.2,326432107.3,-534418589.3,330081514.8,327120159.8,257309137.5,160107465.8,1307704839,598786309.4,1092904008,166064083.5,740904499.7,-627989607.3,927055118.8,983147275.5
Botswana,BWA,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,348970654.9,-365114185.4,-211973062.2,-429642225.6,-363607719.7,-437105003.2,-462989971.6,-612317045.2,-200878584.3,-217483477.4,-302916735.5,-138128417.2,17496214.02,-403817441.9,-195308867,27171118.15,-261440939.2,-203876266.4,-113402014.7,-96993446.33
Botswana,BWA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,129091561.7,129616289.5,185589022.4,99200398.06,107032901.7,97410081.81,98646074.2,57561567.9,59503691.65,99754459.86,122311487,124130509,97489264.39,105396857.5,94742111.7,80447980.8,81246534.89,63438910.57,99403760.85,163602998.2
Botswana,BWA,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,6.91581631,0.788459895,2.743331687,-0.43263314,0.577144787,0.49130676,0.289277815,-0.835071308,0.076172324,0.007010123,-0.063240571,0.055325005,0.567940105,0.711398549,1.349500209,1.125097551,-0.005381566,0.485264314,-0.119291418,-0.112407213
Botswana,BWA,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,379651226.2,42883207.02,206067614,-38752973.76,57246455.27,49808105.93,31644254.54,-91399142.85,7820713.916,896360.1906,-9708674.999,7955737.989,84633020.19,111367029.1,183245314.5,169693716.5,-865809.8962,82078795.5,-19794884.66,-16930687.59
Central African Republic,CAF,International migrant stock (% of population),SM.POP.TOTL.ZS,,,,,2.328849337,,,,,2.102734932,,,,,1.665172192,,,,,
Central African Republic,CAF,"International migrant stock, total",SM.POP.TOTL,,,,,94449,,,,,93466,,,,,81598,,,,,
Central African Republic,CAF,Net migration,SM.POP.NETM,,-24405,,,,,-125614,,,,,-396129,,,,,-200000,,,
Central African Republic,CAF,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Real effective exchange rate index (2010 = 100),PX.REX.REER,89.14638066,91.09767173,97.12773838,94.17667197,93.32237921,96.7168814,97.7196183,104.3867348,106.6279692,100,98.4127737,97.46471835,105.1741708,119.9190526,112.958875,119.4455959,124.326084,127.9408477,127.4461937,131.7275151
