Country Code,Country Name,Indicator Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
NLD,Netherlands,"Physicians (per 1,000 people)",2.5193,2.5815,2.62,2.6469,2.6997,2.7791,2.7724,2.849,2.9057,2.9516,3.1243,3.2463,3.3058,3.4194,3.4917,3.547,3.6266,3.7066,,
NOR,Norway,"Physicians (per 1,000 people)",3.5325,3.2664,3.2713,3.439,3.6124,3.7807,3.8895,4.0008,4.0495,4.1167,4.1921,4.236,4.3063,4.4249,4.394,4.498,4.6415,4.7842,4.885,
NPL,Nepal,"Physicians (per 1,000 people)",0.052,,,0.2118,,,,,,,,0.5159,0.564,,,,0.9101,0.7486,0.8091,
NRU,Nauru,"Physicians (per 1,000 people)",,,,1.0101,,,,1.0101,1.0101,1.1,1.3861,,,,1.3462,,,,,
NZL,New Zealand,"Physicians (per 1,000 people)",2.1728,2.1177,2.1775,2.1922,2.1052,2.2707,2.2927,2.4531,2.5689,2.6114,2.6329,2.6783,2.7817,2.8604,3.0302,3.1524,3.3296,3.4205,,
OED,OECD members,"Physicians (per 1,000 people)",,,,,,,,,,3.617972116,,,,,,,3.794297228,,,
OMN,Oman,"Physicians (per 1,000 people)",,,,1.5829,1.6653,1.7743,1.8471,1.888,1.9341,1.9274,1.9464,2.0169,2.0381,2.1481,2.0889,1.9249,1.9572,2.0031,1.9301,
OSS,Other small states,"Physicians (per 1,000 people)",,,,,,,,,,1.053919193,,,,,,,1.145897414,,,
PAK,Pakistan,"Physicians (per 1,000 people)",0.6593,,,0.7423,0.7882,,0.7619,0.7806,0.7951,0.8076,0.8311,0.859,0.8771,0.8972,0.9262,0.962,1.0005,0.9801,1.1179,
PAN,Panama,"Physicians (per 1,000 people)",1.2439,1.3346,1.3403,1.3216,1.3477,1.3489,1.3032,1.3808,1.3092,1.4058,1.4976,1.5979,1.5821,,1.5759,1.5699,1.5859,1.6055,1.6324,
PER,Peru,"Physicians (per 1,000 people)",,,,,,,1.6648,,0.9472,,,1.1411,,,,1.3048,,0.82,,
PHL,Philippines,"Physicians (per 1,000 people)",1.2201,1.1107,1.2256,1.108,1.2289,1.2361,1.2441,1.2558,1.2632,1.2717,,,,,,,0.6004,,,
PLW,Palau,"Physicians (per 1,000 people)",,,,,,1.3333,,,1.5847,1.6111,,,,1.4205,,,,,,
PNG,Papua New Guinea,"Physicians (per 1,000 people)",,,,,,,,0.0477,,0.0514,,,,,,,,0.0699,0.0661,
POL,Poland,"Physicians (per 1,000 people)",2.2504,2.2882,2.4188,2.2771,2.1267,2.1671,2.1776,2.1482,2.1593,2.1707,2.1997,2.2242,2.234,2.302,2.3252,2.4146,2.3788,,,
PRE,Pre-demographic dividend,"Physicians (per 1,000 people)",,,,,,,,,,0.197013984,,,,,,,0.211029274,,,
PRI,Puerto Rico,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
PRK,"Korea, Dem. People's Rep.","Physicians (per 1,000 people)",,,3.1686,,,,,3.288,,,,3.4463,,3.5055,,3.7011,3.6834,,,
PRT,Portugal,"Physicians (per 1,000 people)",3.2618,3.2996,3.3497,3.4206,3.4999,3.5654,3.6483,3.7405,3.8479,3.9756,4.1178,4.2361,4.3932,4.5567,4.7487,4.9397,5.124,5.3117,,
PRY,Paraguay,"Physicians (per 1,000 people)",,1.1488,,,,,,,,,,1.2774,,,,,,1.3544,,
PSE,West Bank and Gaza,"Physicians (per 1,000 people)",0.837,,,,,,,,,,,,,,,,,,,
PSS,Pacific island small states,"Physicians (per 1,000 people)",,,,,,,,,,0.357452932,,,,,,,0.497972569,,,
PST,Post-demographic dividend,"Physicians (per 1,000 people)",,,,,,,,,,3.934460943,,,,,,,3.853117236,,,
PYF,French Polynesia,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
QAT,Qatar,"Physicians (per 1,000 people)",2.217,,,,2.4844,2.2617,,3.2087,3.0975,3.7273,,,,1.7351,,2.6944,,2.4852,,
ROU,Romania,"Physicians (per 1,000 people)",1.9816,2.096,,2.2314,2.2126,2.2104,2.2915,2.4133,2.4414,2.4804,2.5153,2.5887,2.624,,,2.2565,2.9807,,,
RUS,Russian Federation,"Physicians (per 1,000 people)",6.9437,7.0185,7.0601,7.0864,7.1251,7.2687,7.3211,7.2943,7.3552,7.1992,6.452,4.326,4.2936,4.4454,4.2474,4.282,4.3921,4.4395,,
RWA,Rwanda,"Physicians (per 1,000 people)",,0.019,,0.049,0.024,,,0.052,0.055,0.055,0.0129,,0.1021,0.0909,0.1129,0.1226,0.1376,0.134,0.1182,
SAS,South Asia,"Physicians (per 1,000 people)",,,,,,,,,,0.659776814,,,,,,,0.911886747,,,
SAU,Saudi Arabia,"Physicians (per 1,000 people)",0.6822,,,,,,,2.0626,2.076,2.4074,2.4607,2.453,,2.5654,,2.3776,2.5366,2.6117,,
SDN,Sudan,"Physicians (per 1,000 people)",,,,0.2499,,0.35,0.3503,0.3271,,,,,,,0.4073,,0.2618,,,
SEN,Senegal,"Physicians (per 1,000 people)",,,,0.0549,,,,0.0617,,,,,0.3179,,0.2074,0.077,0.0691,,0.0881,
SGP,Singapore,"Physicians (per 1,000 people)",1.4095,,1.5451,1.5542,1.5819,1.5744,1.6127,1.6418,1.6758,1.7187,1.7232,1.7964,1.8958,2.0125,,2.2936,,,,
SLB,Solomon Islands,"Physicians (per 1,000 people)",,,0.1342,,0.1894,,,0.1768,,,0.2013,0.1546,0.1873,,,0.1937,,,,
SLE,Sierra Leone,"Physicians (per 1,000 people)",,,,0.0309,,,,0.0155,,0.0212,0.0251,,,,,,,0.074,,
SLV,El Salvador,"Physicians (per 1,000 people)",,1.3314,,,1.711,,,1.8823,,,,,,,,1.5662,,2.8699,,
SMR,San Marino,"Physicians (per 1,000 people)",,,,,,,,,,,4.8896,5.109,5.0307,6.1094,,,,,,
SOM,Somalia,"Physicians (per 1,000 people)",,,,,,0.0279,,,,,,,,0.023,,,,,,
SRB,Serbia,"Physicians (per 1,000 people)",,,2.2114,2.2693,2.2609,2.2858,2.3447,2.4215,2.4467,2.482,2.5003,2.4961,2.4945,2.4611,2.4603,3.1131,,,,
SSA,Sub-Saharan Africa (excluding high income),"Physicians (per 1,000 people)",,,,,,,,,,0.189013335,,,,,,,0.209136229,,,
SSD,South Sudan,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
SSF,Sub-Saharan Africa,"Physicians (per 1,000 people)",,,,,,,,,,0.189111254,,,,,,,0.209351281,,,
SST,Small states,"Physicians (per 1,000 people)",,,,,,,,,,0.969112157,,,,,,,1.208743943,,,
STP,Sao Tome and Principe,"Physicians (per 1,000 people)",,,,0.527,,,,,,,,,,,0.3159,,,,,
SUR,Suriname,"Physicians (per 1,000 people)",,,,0.8102,,,,,0.7054,,,,,,1.0463,1.1312,1.1849,0.8194,,
SVK,Slovak Republic,"Physicians (per 1,000 people)",3.2111,3.1879,3.1344,3.137,3.0224,3.1563,3.3747,3.3561,3.2953,3.351,3.2999,3.3598,3.3855,3.4214,3.4438,3.4664,3.4156,3.517,,
SVN,Slovenia,"Physicians (per 1,000 people)",2.1761,2.2342,2.2561,2.3058,2.3519,2.3672,2.3925,2.3994,2.4167,2.4367,2.4965,2.5406,2.6252,2.7628,2.8148,3.0007,3.0861,3.1721,,
SWE,Sweden,"Physicians (per 1,000 people)",3.1202,3.2134,3.2854,3.3737,3.4509,3.5371,3.6204,3.6749,3.7438,3.8027,3.8813,3.9579,4.0359,4.1105,4.1884,4.2693,4.331,,,
SWZ,Eswatini,"Physicians (per 1,000 people)",0.1766,,0.1564,0.1666,,,,,0.1636,,0.1017,,,,,0.0961,,,,
SXM,Sint Maarten (Dutch part),"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
SYC,Seychelles,"Physicians (per 1,000 people)",,,,1.3844,1.1725,0.838,1.01,0.7735,1.1344,1.0953,1.1643,1.0043,,,,2.1212,,2.4717,,
SYR,Syrian Arab Republic,"Physicians (per 1,000 people)",,1.4676,1.4053,1.4522,1.5384,,1.4882,1.4858,1.4113,1.4602,,,,1.5513,,1.2874,,,,
TCA,Turks and Caicos Islands,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
TCD,Chad,"Physicians (per 1,000 people)",,,,0.0354,,0.0352,,,,,,0.0413,0.0433,0.0445,0.0493,0.0371,0.0434,,0.0542,
TEA,East Asia & Pacific (IDA & IBRD countries),"Physicians (per 1,000 people)",,,,,,,,,,1.162639258,,,,,,,1.559095969,,,
TEC,Europe & Central Asia (IDA & IBRD countries),"Physicians (per 1,000 people)",,,,,,,,,,4.079268068,,,,,,,3.239604852,,,
TGO,Togo,"Physicians (per 1,000 people)",0.057,,,0.0446,,,0.049,0.0574,,0.0506,,,,,0.0493,,0.0757,0.0774,0.0776,
THA,Thailand,"Physicians (per 1,000 people)",0.2982,0.2964,,0.2911,,0.2875,0.2959,0.3164,0.3387,0.3906,,,,,0.4651,0.445,0.8075,0.805,0.9188,
TJK,Tajikistan,"Physicians (per 1,000 people)",2.1241,2.041,1.9396,1.9512,1.9548,1.9166,1.8962,1.9292,1.6439,1.6975,1.7209,1.7269,1.7095,1.7229,,,,,,
TKM,Turkmenistan,"Physicians (per 1,000 people)",2.7681,7.0946,2.6651,2.613,2.5038,2.3923,2.3414,2.3026,2.2911,2.2743,2.2841,2.2375,2.2125,2.2247,,,,,,
TLA,Latin America & the Caribbean (IDA & IBRD countries),"Physicians (per 1,000 people)",,,,,,,,,,2.156070024,,,,,,,2.883473782,,,
TLS,Timor-Leste,"Physicians (per 1,000 people)",,,,0.082,,,0.034,0.037,0.044,0.079,0.078,,0.6174,0.6821,0.6946,,0.7504,0.7224,0.7687,
TMN,Middle East & North Africa (IDA & IBRD countries),"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,1.145053252,,,
TON,Tonga,"Physicians (per 1,000 people)",0.3553,0.303,,,,,,0.5513,0.5967,0.5577,,,0.5403,,,,,,,
TSA,South Asia (IDA & IBRD),"Physicians (per 1,000 people)",,,,,,,,,,0.659776814,,,,,,,0.911886747,,,
TSS,Sub-Saharan Africa (IDA & IBRD countries),"Physicians (per 1,000 people)",,,,,,,,,,0.189111254,,,,,,,0.209351281,,,
TTO,Trinidad and Tobago,"Physicians (per 1,000 people)",0.9704,0.8252,0.8087,,,1.2222,1.1792,,1.5081,1.8086,1.8193,,,,2.6498,,3.3646,5.4073,4.476,
TUN,Tunisia,"Physicians (per 1,000 people)",0.793,0.8068,0.8234,1.33,0.9322,,1.0242,1.1074,,1.222,,,,1.2769,1.3108,1.2834,1.3025,,,
TUR,Turkey,"Physicians (per 1,000 people)",1.399,1.4114,1.4294,1.4492,1.4852,1.5195,1.5579,1.6068,1.6635,1.7068,1.716,1.7384,1.7619,1.756,1.7988,1.8142,1.8492,1.8065,,
TUV,Tuvalu,"Physicians (per 1,000 people)",,0.625,1.0309,,,,,0.9709,1.1538,,,,,0.9091,,,,,,
TZA,Tanzania,"Physicians (per 1,000 people)",,0.0233,,,,,,,,,,0.0315,,0.0603,,,,,,
UGA,Uganda,"Physicians (per 1,000 people)",,0.047,,0.0824,0.1214,,,,,,,0.0975,,,0.0954,,0.168,,,
UKR,Ukraine,"Physicians (per 1,000 people)",3.0279,3.0188,3.0096,3.0161,3.0181,3.0838,3.0885,3.1177,3.4904,3.483,3.4842,3.491,3.4965,2.9923,,,,,,
UMC,Upper middle income,"Physicians (per 1,000 people)",,,,,,,,,,1.994266728,,,,,,,2.341097791,,,
URY,Uruguay,"Physicians (per 1,000 people)",,3.7234,,,,,,3.951,,,,,,,,3.9558,4.9398,,,
USA,United States,"Physicians (per 1,000 people)",,,,2.7147,,,,,,,,,,,,,,2.6036,,
UZB,Uzbekistan,"Physicians (per 1,000 people)",2.909,2.8456,2.7816,2.721,2.6701,2.6515,2.6329,2.6048,2.5706,2.5432,2.5036,2.4451,2.4044,2.3742,,,,,,
VCT,St. Vincent and the Grenadines,"Physicians (per 1,000 people)",0.5746,,,0.9309,,,,,,0.6648,,0.941,,,,,,,,
VEN,"Venezuela, RB","Physicians (per 1,000 people)",1.9475,,,,,,,,,,,,,,,,1.73,,,
VGB,British Virgin Islands,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
VIR,Virgin Islands (U.S.),"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,"Physicians (per 1,000 people)",0.5242,0.5514,,,0.6139,0.6239,0.6415,0.6648,0.6982,0.71,,0.8209,,0.783,0.7963,0.8281,,,,
VUT,Vanuatu,"Physicians (per 1,000 people)",,,,0.147,,,0.1185,0.1157,,,,0.1844,,,,0.1653,,,,
WLD,World,"Physicians (per 1,000 people)",,,,,,,,,,1.521394143,,,,,,,1.756680937,,,
WSM,Samoa,"Physicians (per 1,000 people)",,,0.2817,,0.2782,,,0.4637,,0.3443,,,0.4824,,,0.3445,,,,
XKX,Kosovo,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.","Physicians (per 1,000 people)",,,,0.3449,,,,0.3156,0.3165,,,,,0.5251,,,,,,
ZAF,South Africa,"Physicians (per 1,000 people)",,,,0.7365,,,0.6988,0.6968,0.7074,0.7207,0.7227,0.7277,0.7422,0.7541,0.7814,0.7675,0.7833,0.7874,0.7923,
ZMB,Zambia,"Physicians (per 1,000 people)",,,,0.1298,0.0545,0.0533,,0.0619,0.0606,0.0614,,,,,,0.0925,,,,
ZWE,Zimbabwe,"Physicians (per 1,000 people)",,,,0.1735,0.1255,,0.0544,0.0596,0.121,0.1272,0.0817,0.0807,0.0834,0.124,0.1815,0.1788,0.1859,0.2096,,
